# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "1" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_126_R11_S1_1_cds.txt" "PD_126_R11_S1_1.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_126_R11_S1_1.bam
b0001	NC_000913.3	190	255	+	66	378
b0002	NC_000913.3	337	2799	+	2463	11329
b0003	NC_000913.3	2801	3733	+	933	3045
b0004	NC_000913.3	3734	5020	+	1287	3497
b0005	NC_000913.3	5234	5530	+	297	176
b0006	NC_000913.3	5683	6459	-	777	399
b0007	NC_000913.3	6529	7959	-	1431	178
b0008	NC_000913.3	8238	9191	+	954	15602
b0009	NC_000913.3	9306	9893	+	588	256
b0010	NC_000913.3	9928	10494	-	567	327
b0011	NC_000913.3	10643	11356	-	714	30
b0012	NC_000913.3	10830	11315	+	486	7
b0013	NC_000913.3	11382	11786	-	405	15
b0014	NC_000913.3	12163	14079	+	1917	18373
b0015	NC_000913.3	14168	15298	+	1131	1691
b0016	NC_000913.3	15445	16557	+	1113	979
b0018	NC_000913.3	16751	16960	-	210	159
b4412	NC_000913.3	16751	16903	-	153	0
b0019	NC_000913.3	17489	18655	+	1167	1413
b0020	NC_000913.3	18715	19620	+	906	514
b0021	NC_000913.3	19811	20314	-	504	4
b0022	NC_000913.3	20233	20508	-	276	43
b0023	NC_000913.3	20815	21078	-	264	3477
b0024	NC_000913.3	21181	21399	+	219	113
b0025	NC_000913.3	21407	22348	+	942	3689
b0026	NC_000913.3	22391	25207	+	2817	9147
b0027	NC_000913.3	25207	25701	+	495	1036
b0028	NC_000913.3	25826	26275	+	450	685
b0029	NC_000913.3	26277	27227	+	951	1209
b0030	NC_000913.3	27293	28207	+	915	656
b0031	NC_000913.3	28374	29195	+	822	440
b0032	NC_000913.3	29651	30799	+	1149	2416
b0033	NC_000913.3	30817	34038	+	3222	3761
b0034	NC_000913.3	34300	34695	+	396	220
b0035	NC_000913.3	34781	35371	-	591	34
