# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_132_R8_S1_1_cds.txt" "PD_132_R8_S1_1.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_132_R8_S1_1.bam
b0001	NC_000913.3	190	255	+	66	388
b0002	NC_000913.3	337	2799	+	2463	998
b0003	NC_000913.3	2801	3733	+	933	733
b0004	NC_000913.3	3734	5020	+	1287	626
b0005	NC_000913.3	5234	5530	+	297	56
b0006	NC_000913.3	5683	6459	-	777	437
b0007	NC_000913.3	6529	7959	-	1431	277
b0008	NC_000913.3	8238	9191	+	954	7544
b0009	NC_000913.3	9306	9893	+	588	224
b0010	NC_000913.3	9928	10494	-	567	635
b0011	NC_000913.3	10643	11356	-	714	52
b0012	NC_000913.3	10830	11315	+	486	6
b0013	NC_000913.3	11382	11786	-	405	20
b0014	NC_000913.3	12163	14079	+	1917	14320
b0015	NC_000913.3	14168	15298	+	1131	1530
b0016	NC_000913.3	15445	16557	+	1113	538
b0018	NC_000913.3	16751	16960	-	210	210
b4412	NC_000913.3	16751	16903	-	153	0
b0019	NC_000913.3	17489	18655	+	1167	3883
b0020	NC_000913.3	18715	19620	+	906	860
b0021	NC_000913.3	19811	20314	-	504	4
b0022	NC_000913.3	20233	20508	-	276	55
b0023	NC_000913.3	20815	21078	-	264	3261
b0024	NC_000913.3	21181	21399	+	219	146
b0025	NC_000913.3	21407	22348	+	942	2415
b0026	NC_000913.3	22391	25207	+	2817	4514
b0027	NC_000913.3	25207	25701	+	495	991
b0028	NC_000913.3	25826	26275	+	450	706
b0029	NC_000913.3	26277	27227	+	951	1056
b0030	NC_000913.3	27293	28207	+	915	400
b0031	NC_000913.3	28374	29195	+	822	315
b0032	NC_000913.3	29651	30799	+	1149	1336
b0033	NC_000913.3	30817	34038	+	3222	624
b0034	NC_000913.3	34300	34695	+	396	97
b0035	NC_000913.3	34781	35371	-	591	23
b0036	NC_000913.3	35377	36162	-	786	9
b0037	NC_000913.3	36271	37824	-	1554	75
b0038	NC_000913.3	37898	39115	-	1218	26
b0039	NC_000913.3	39244	40386	-	1143	141
b0040	NC_000913.3	40417	41931	-	1515	51
b0041	NC_000913.3	42403	43173	+	771	4
b0042	NC_000913.3	43188	44129	+	942	6
b0043	NC_000913.3	44180	45466	+	1287	16
b0044	NC_000913.3	45463	45750	+	288	2
b0045	NC_000913.3	45807	47138	+	1332	17
b0046	NC_000913.3	47246	47776	+	531	134
b0047	NC_000913.3	47769	49631	+	1863	189
b0048	NC_000913.3	49823	50302	+	480	924
b0049	NC_000913.3	50380	51222	-	843	827
b0050	NC_000913.3	51229	51606	-	378	1140
b0051	NC_000913.3	51609	52430	-	822	1662
b0052	NC_000913.3	52427	53416	-	990	882
b0053	NC_000913.3	53416	54702	-	1287	2263
b0054	NC_000913.3	54755	57109	-	2355	7016
b0055	NC_000913.3	57364	58179	+	816	626
b0056	NC_000913.3	58474	59124	+	651	189
b0057	NC_000913.3	59121	59279	+	159	58
b0058	NC_000913.3	59687	60346	-	660	338
b0059	NC_000913.3	60358	63264	-	2907	1170
b0060	NC_000913.3	63429	65780	-	2352	561
b0061	NC_000913.3	65855	66550	-	696	0
b0062	NC_000913.3	66835	68337	-	1503	0
b0063	NC_000913.3	68348	70048	-	1701	0
b0064	NC_000913.3	70387	71265	+	879	469
b0065	NC_000913.3	71351	72115	+	765	561
b0066	NC_000913.3	72229	72927	-	699	12
b0067	NC_000913.3	72911	74521	-	1611	35
b0068	NC_000913.3	74497	75480	-	984	97
b0069	NC_000913.3	75644	77299	-	1656	259
b4662	NC_000913.3	77388	77519	+	132	366
b0070	NC_000913.3	77621	78799	+	1179	459
b0071	NC_000913.3	78848	79453	-	606	405
b0072	NC_000913.3	79464	80864	-	1401	398
b0073	NC_000913.3	80867	81958	-	1092	382
b0074	NC_000913.3	81958	83529	-	1572	1344
b0075	NC_000913.3	83622	83708	-	87	35
b0076	NC_000913.3	84368	85312	+	945	90
b4726	NC_000913.3	85467	85511	-	45	0
b0077	NC_000913.3	85630	87354	+	1725	1066
b0078	NC_000913.3	87357	87848	+	492	210
b0080	NC_000913.3	88028	89032	+	1005	1386
b0081	NC_000913.3	89634	90092	+	459	1911
b0082	NC_000913.3	90094	91035	+	942	1400
b0083	NC_000913.3	91032	91397	+	366	427
b0084	NC_000913.3	91413	93179	+	1767	744
b0085	NC_000913.3	93166	94653	+	1488	1142
b0086	NC_000913.3	94650	96008	+	1359	782
b0087	NC_000913.3	96002	97084	+	1083	878
b0088	NC_000913.3	97087	98403	+	1317	918
b0089	NC_000913.3	98403	99647	+	1245	827
b0090	NC_000913.3	99644	100711	+	1068	874
b0091	NC_000913.3	100765	102240	+	1476	1372
b0092	NC_000913.3	102233	103153	+	921	1239
b0093	NC_000913.3	103155	103985	+	831	1165
b0094	NC_000913.3	103982	105244	+	1263	1427
b0095	NC_000913.3	105305	106456	+	1152	1958
b0096	NC_000913.3	106557	107474	+	918	39448
b0097	NC_000913.3	107705	108217	+	513	1931
b0098	NC_000913.3	108279	110984	+	2706	2901
b0099	NC_000913.3	111044	111433	+	390	84
b0101	NC_000913.3	111649	111846	-	198	127
b0102	NC_000913.3	111856	112599	-	744	642
b0103	NC_000913.3	112599	113219	-	621	643
b4727	NC_000913.3	113244	113288	+	45	0
b0104	NC_000913.3	113444	114487	+	1044	642
b0106	NC_000913.3	114522	115724	-	1203	104
b0107	NC_000913.3	115714	117099	-	1386	236
b0108	NC_000913.3	117109	117549	-	441	1
b0109	NC_000913.3	117752	118645	-	894	869
b0110	NC_000913.3	118733	119284	+	552	594
b0111	NC_000913.3	119281	120135	+	855	466
b0112	NC_000913.3	120178	121551	-	1374	411
b0113	NC_000913.3	122092	122856	+	765	5050
b0114	NC_000913.3	123017	125680	+	2664	6471
b0115	NC_000913.3	125695	127587	+	1893	8120
b0116	NC_000913.3	127912	129336	+	1425	11201
b0117	NC_000913.3	129407	131260	-	1854	430
b0118	NC_000913.3	131615	134212	+	2598	25267
b0119	NC_000913.3	134388	134750	+	363	449
b0120	NC_000913.3	134788	135582	-	795	488
b0121	NC_000913.3	135598	136464	-	867	1150
b0122	NC_000913.3	136570	136917	-	348	1127
b0123	NC_000913.3	137083	138633	+	1551	882
b0124	NC_000913.3	138835	141225	-	2391	1987
b0125	NC_000913.3	141431	141967	+	537	1055
b0126	NC_000913.3	142008	142670	-	663	4350
b0127	NC_000913.3	142779	143705	+	927	770
b0128	NC_000913.3	143702	144472	+	771	588
b0129	NC_000913.3	144577	145017	+	441	232
b0130	NC_000913.3	145081	146310	+	1230	451
b0131	NC_000913.3	146314	146694	-	381	1726
b0132	NC_000913.3	146968	147870	+	903	242
b0133	NC_000913.3	147944	148795	-	852	1538
b0134	NC_000913.3	148807	149601	-	795	1892
b0135	NC_000913.3	149715	150953	-	1239	12
b0136	NC_000913.3	151003	151599	-	597	11
b0137	NC_000913.3	151626	152231	-	606	5
b0138	NC_000913.3	152243	152812	-	570	14
b0139	NC_000913.3	152829	155426	-	2598	53
b0140	NC_000913.3	155461	156201	-	741	2
b0141	NC_000913.3	156299	156883	-	585	4
b0142	NC_000913.3	157253	157732	-	480	34
b0143	NC_000913.3	157729	159126	-	1398	2100
b0144	NC_000913.3	159186	160112	-	927	260
b0145	NC_000913.3	160149	160604	-	456	4415
b0146	NC_000913.3	160782	161486	-	705	1122
b0147	NC_000913.3	161501	162031	-	531	173
b0148	NC_000913.3	162105	164534	+	2430	1027
b0149	NC_000913.3	164730	167264	+	2535	1109
b0150	NC_000913.3	167484	169727	+	2244	0
b0151	NC_000913.3	169778	170575	+	798	13
b0152	NC_000913.3	170575	171465	+	891	36
b0153	NC_000913.3	171462	173444	+	1983	65
b0154	NC_000913.3	173602	174882	-	1281	2019
b0155	NC_000913.3	175107	176528	+	1422	914
b4728	NC_000913.3	176552	176617	+	66	1
b0156	NC_000913.3	176610	176954	+	345	1516
b0157	NC_000913.3	177001	177624	-	624	133
b0158	NC_000913.3	177662	178462	-	801	228
b0159	NC_000913.3	178455	179153	-	699	1890
b0160	NC_000913.3	179237	180754	+	1518	339
b0161	NC_000913.3	180884	182308	+	1425	682
b0162	NC_000913.3	182463	183620	+	1158	235
b0163	NC_000913.3	183709	184095	-	387	1344
b0164	NC_000913.3	184257	185069	-	813	109
b0166	NC_000913.3	185123	185947	-	825	1489
b0167	NC_000913.3	185978	188650	-	2673	508
b0168	NC_000913.3	188712	189506	-	795	3020
b0169	NC_000913.3	189874	190599	+	726	17327
b0170	NC_000913.3	190857	191708	+	852	2677
b0171	NC_000913.3	191855	192580	+	726	800
b0172	NC_000913.3	192872	193429	+	558	2325
b0173	NC_000913.3	193521	194717	+	1197	616
b0174	NC_000913.3	194903	195664	+	762	1511
b0175	NC_000913.3	195677	196534	+	858	1212
b0176	NC_000913.3	196546	197898	+	1353	2398
b0177	NC_000913.3	197928	200360	+	2433	4532
b0178	NC_000913.3	200482	200967	+	486	2388
b0179	NC_000913.3	200971	201996	+	1026	4986
b0180	NC_000913.3	202101	202556	+	456	1664
b0181	NC_000913.3	202560	203348	+	789	1975
b0182	NC_000913.3	203348	204496	+	1149	1100
b0183	NC_000913.3	204493	205089	+	597	304
b0184	NC_000913.3	205126	208608	+	3483	2555
b0185	NC_000913.3	208621	209580	+	960	1356
b0186	NC_000913.3	209679	211820	+	2142	1046
b0187	NC_000913.3	211877	212266	+	390	486
b0188	NC_000913.3	212331	213629	+	1299	389
b0189	NC_000913.3	213678	213932	-	255	869
b4406	NC_000913.3	213925	214125	-	201	738
b0190	NC_000913.3	214291	214836	+	546	709
b0191	NC_000913.3	214833	215255	+	423	394
b0192	NC_000913.3	215269	215979	+	711	1347
b0193	NC_000913.3	216179	217003	-	825	201
b0194	NC_000913.3	217057	218775	-	1719	2449
b0195	NC_000913.3	218887	219594	-	708	485
b0196	NC_000913.3	219591	219995	-	405	1316
b0197	NC_000913.3	220113	220928	-	816	1489
b0198	NC_000913.3	220968	221621	-	654	301
b0199	NC_000913.3	221614	222645	-	1032	1213
b0200	NC_000913.3	222833	223408	+	576	890
b0207	NC_000913.3	229167	229970	+	804	322
b0208	NC_000913.3	229967	230881	-	915	475
b0209	NC_000913.3	231122	231922	+	801	6526
b0210	NC_000913.3	231926	232549	+	624	846
b0211	NC_000913.3	232597	233955	-	1359	2140
b0212	NC_000913.3	234027	234782	-	756	277
b0213	NC_000913.3	234816	235538	+	723	574
b0214	NC_000913.3	235535	236002	-	468	385
b0215	NC_000913.3	236067	236798	+	732	1358
b0217	NC_000913.3	237335	238120	+	786	25
b4586	NC_000913.3	238257	238736	-	480	3
b0218	NC_000913.3	238746	239084	-	339	5
b4503	NC_000913.3	239190	239378	+	189	1
b0219	NC_000913.3	239419	240189	-	771	1178
b0220	NC_000913.3	240343	240816	+	474	372
b0221	NC_000913.3	240859	243303	-	2445	5058
b0222	NC_000913.3	243543	244121	+	579	1245
b0223	NC_000913.3	244327	245094	+	768	346
b0224	NC_000913.3	245065	245805	-	741	5191
b0225	NC_000913.3	245961	246239	-	279	286
b0226	NC_000913.3	246242	246502	-	261	1144
b0227	NC_000913.3	246712	247461	+	750	171
b0228	NC_000913.3	247637	248134	+	498	129
b0229	NC_000913.3	248358	250070	-	1713	77
b0230	NC_000913.3	250072	250827	+	756	50
b0231	NC_000913.3	250898	251953	+	1056	292
b0232	NC_000913.3	252005	252298	+	294	57
b0233	NC_000913.3	252301	252699	+	399	51
b0234	NC_000913.3	252709	253161	+	453	21
b0235	NC_000913.3	253467	253733	+	267	8
b0236	NC_000913.3	253702	254202	+	501	9
b0237	NC_000913.3	254259	255716	-	1458	2614
b0238	NC_000913.3	255977	256435	+	459	1912
b0239	NC_000913.3	256527	257771	+	1245	1385
b0240	NC_000913.3;NC_000913.3	257829;258676	257899;259006	+;+	402	2295
b4710	NC_000913.3	257923	258426	-	504	4
b4709	NC_000913.3	258345	258620	-	276	17
b0241	NC_000913.3	259045	260100	-	1056	14
b0242	NC_000913.3	260388	261491	+	1104	1370
b0243	NC_000913.3	261503	262756	+	1254	594
b4626	NC_000913.3	263150	263212	-	63	0
b0245	NC_000913.3	263328	263669	-	342	10
b0246	NC_000913.3	263690	264007	-	318	2
b4504	NC_000913.3	264026	264247	-	222	1
b0247	NC_000913.3	264256	264732	-	477	8
b0248	NC_000913.3	264748	265206	-	459	0
b0249	NC_000913.3	265304	265543	-	240	4
b0250	NC_000913.3	265620	266087	-	468	549
b0251	NC_000913.3	266110	266553	-	444	37
b0252	NC_000913.3	267184	268005	-	822	8
b0253	NC_000913.3	268097	268960	-	864	406
b0254	NC_000913.3	269289	270182	-	894	151
b4587	NC_000913.3;NC_000913.3	270278;271764	270540;272190	+;+	690	280
b0256	NC_000913.3	270603	271754	+	1152	82
b0258	NC_000913.3	272847	273992	+	1146	229
b0259	NC_000913.3	274101	275117	-	1017	1017
b0260	NC_000913.3	275325	276728	+	1404	196
b0261	NC_000913.3	276715	277647	+	933	788
b0262	NC_000913.3	277756	278802	-	1047	52
b0263	NC_000913.3	278814	279162	-	349	11
b0264	NC_000913.3	279178	279681	-	504	27
b0265	NC_000913.3	279600	279875	-	276	137
b0266	NC_000913.3	280385	280735	-	351	357
b0267	NC_000913.3	280829	281983	-	1155	19
b0268	NC_000913.3	282278	283186	+	909	50
b0269	NC_000913.3	283201	285168	+	1968	123
b0270	NC_000913.3	285395	286777	+	1383	51
b0271	NC_000913.3	286789	288399	+	1611	61
b0272	NC_000913.3	288404	289162	-	759	483
b0273	NC_000913.3	289301	290305	-	1005	365
b4688	NC_000913.3	290510	290638	+	129	56
b0274	NC_000913.3	290649	291152	-	504	23
b0275	NC_000913.3	291071	291346	-	276	85
b0276	NC_000913.3	291500	292231	+	732	321
b0277	NC_000913.3	292322	292948	-	627	153
b0278	NC_000913.3	293220	293918	-	699	8
b0279	NC_000913.3	293945	294799	-	855	5
b4729	NC_000913.3	294918	295142	-	225	6
b0280	NC_000913.3	295139	295579	-	441	1783
b0281	NC_000913.3	295696	297096	-	1401	235
b0282	NC_000913.3	297381	297791	-	411	101
b0283	NC_000913.3	297770	298726	-	957	235
b0284	NC_000913.3	298736	300934	-	2199	365
b0285	NC_000913.3	300931	301887	-	957	119
b0286	NC_000913.3	301884	302573	-	690	138
b0287	NC_000913.3	302991	303605	+	615	169
b0288	NC_000913.3	303853	304182	-	330	18
b0289	NC_000913.3	304495	305205	-	711	179
b0290	NC_000913.3	305174	306817	-	1644	209
b0291	NC_000913.3	306807	309332	-	2526	97
b0292	NC_000913.3	309358	310026	-	669	14
b0293	NC_000913.3	310084	310671	-	588	16
b0294	NC_000913.3	310746	311336	-	591	4
b0295	NC_000913.3	312112	312339	+	228	32
b4506	NC_000913.3	312374	312514	-	141	3
b0296	NC_000913.3	312514	312777	-	264	29
b4671	NC_000913.3	313141	313242	-	102	11
b4630	NC_000913.3	313716	313805	-	90	0
b0297	NC_000913.3	314357	315244	+	888	2
b0298	NC_000913.3	315291	315590	+	300	1
b0299	NC_000913.3	315587	316453	+	867	2
b0300	NC_000913.3	316450	317136	-	687	139
b0301	NC_000913.3	317726	318319	-	594	7
b0303	NC_000913.3	318331	318567	-	237	4
b0304	NC_000913.3	318676	320001	-	1326	183
b0305	NC_000913.3	320227	321081	+	855	60
b0306	NC_000913.3	321608	322327	+	720	25
b0307	NC_000913.3	322338	323765	+	1428	197
b0308	NC_000913.3	323758	324453	+	696	50
b0310	NC_000913.3	324696	325364	-	669	2
b0311	NC_000913.3	325577	327247	-	1671	130
b0312	NC_000913.3	327261	328733	-	1473	298
b0313	NC_000913.3	328747	329334	-	588	260
b0314	NC_000913.3	329463	331496	+	2034	938
